城市,月份,AQI,范围,质量等级,PM2.5,PM10,CO,NO2,SO2,O3
北京,2013-12,100,23~291,轻度污染,73,97,1.73,56,37,38
北京,2014-01,125,26~402,轻度污染,94,123,1.948,65,51,37
北京,2014-02,184,33~428,中度污染,148,155,2.171,69,56,42
北京,2014-03,130,35~319,轻度污染,94,138,1.39,62,34,83
北京,2014-04,127,65~279,轻度污染,89,145,0.927,57,16,129
北京,2014-05,107,46~205,轻度污染,61,118,0.839,47,15,149
北京,2014-06,116,50~179,轻度污染,54,74,0.79,39,6,168
北京,2014-07,140,39~252,轻度污染,89,100,0.939,39,6,170
北京,2014-08,120,46~200,轻度污染,62,88,0.839,43,5,172
北京,2014-09,99,43~200,良,65,88,0.983,49,6,106
北京,2014-10,154,28~381,中度污染,118,148,1.339,70,9,54
北京,2014-11,117,29~342,轻度污染,86,127,1.567,65,16,37
北京,2014-12,86,21~267,良,58,95,1.552,53,28,42
北京,2015-01,126,28~378,轻度污染,97,120,1.91,66,34,39
北京,2015-02,127,36~334,轻度污染,93,114,1.457,51,26,60
北京,2015-03,127,40~281,轻度污染,86,146,1.194,53,20,87
北京,2015-04,107,38~212,轻度污染,71,118,0.76,43,9,124
北京,2015-05,105,42~203,轻度污染,55,97,0.745,37,8,153
北京,2015-06,111,35~231,轻度污染,60,70,1.303,35,6,156
北京,2015-07,122,41~200,轻度污染,61,74,0.823,35,4,177
北京,2015-08,104,37~202,轻度污染,45,66,0.79,31,3,159
北京,2015-09,83,34~201,良,50,59,0.837,43,5,109
北京,2015-10,106,27~344,轻度污染,74,86,0.955,55,6,74
北京,2015-11,153,37~450,中度污染,119,85,1.983,62,12,25
北京,2015-12,187,23~485,中度污染,152,172,2.865,76,20,26
北京,2016-01,97,32~316,良,68,88,1.584,53,20,42
北京,2016-02,71,34~238,良,44,59,0.903,35,15,68
北京,2016-03,132,37~365,轻度污染,93,136,1.229,57,18,79
北京,2016-04,106,43~209,轻度污染,69,118,0.803,44,10,116
北京,2016-05,111,49~234,轻度污染,54,90,0.665,38,8,160
北京,2016-06,126,50~189,轻度污染,59,70,0.767,35,5,183
北京,2016-07,118,40~177,轻度污染,69,74,0.916,33,3,159
北京,2016-08,94,34~179,良,47,60,0.832,35,3,135
北京,2016-09,86,0~211,良,55,73,0.76,43,3,104
北京,2016-10,116,29~292,轻度污染,85,101,1.155,56,4,47
北京,2016-11,133,28~315,轻度污染,100,134,1.797,68,11,28
北京,2016-12,168,54~431,中度污染,133,159,2.51,80,17,28
北京,2017-01,146,34~470,轻度污染,116,131,2.203,65,18,41
北京,2017-02,100,36~305,良,71,84,1.318,53,18,65
北京,2017-03,94,40~273,良,63,84,0.913,50,11,86
北京,2017-04,87,38~174,良,53,104,0.693,48,7,101
北京,2017-05,134,53~500,轻度污染,48,104,0.674,37,7,161
北京,2017-06,125,50~200,轻度污染,42,75,0.783,38,6,184
北京,2017-07,118,38~208,轻度污染,52,71,0.894,34,3,174
北京,2017-08,85,34~162,良,38,56,0.803,35,3,131
北京,2017-09,98,36~189,良,58,100,0.913,49,4,123
北京,2017-10,84,25~221,良,57,63,0.923,46,3,47
北京,2017-11,75,30~201,良,46,73,0.903,49,5,44
北京,2017-12,81,23~254,良,44,68,1.09,49,8,25
北京,2018-01,64,28~176,良,34,65,0.768,39,7,48
北京,2018-02,80,32~218,良,50,72,0.786,31,9,70
北京,2018-03,115,0~283,轻度污染,82,104,1.003,53,9,81
北京,2018-04,98,36~256,良,59,108,0.673,38,6,115
北京,2018-05,91,0~169,良,45,85,0.648,36,4,134
北京,2018-06,111,44~190,轻度污染,43,67,0.7,32,4,168
北京,2018-07,89,28~156,良,44,48,0.787,24,3,135
北京,2018-08,83,35~152,良,31,46,0.745,26,3,133
北京,2018-09,60,30~132,良,28,45,0.543,34,3,93
北京,2018-10,74,26~203,良,42,59,0.668,45,4,70
北京,2018-11,108,39~270,轻度污染,71,104,1.07,60,7,37
北京,2018-12,71,0~232,良,38,73,0.835,46,7,40
北京,2019-01,81,30~267,良,51,80,0.997,50,9,44
北京,2019-02,80,32~180,良,53,72,0.807,35,6,65
北京,2019-03,85,39~233,良,52,80,0.635,39,5,86
北京,2019-04,84,39~171,良,48,91,0.547,34,4,103
北京,2019-05,93,47~195,良,37,78,0.503,34,4,143
北京,2019-06,121,36~193,轻度污染,39,60,0.713,27,4,179
北京,2019-07,108,33~173,轻度污染,37,50,0.661,27,3,159
北京,2019-08,72,28~150,良,23,37,0.571,26,3,118
北京,2019-09,97,33~178,良,36,58,0.67,33,3,151
北京,2019-10,68,23~163,良,40,66,0.681,41,3,42
北京,2019-11,76,30~183,良,44,78,0.797,48,5,32
北京,2019-12,73,28~233,良,44,60,0.845,46,4,37
北京,2020-01,86,30~221,良,59,65,0.955,40,6,53
北京,2020-02,89,34~257,良,62,57,0.883,27,4,66
北京,2020-03,63,36~153,良,35,53,0.484,25,4,84
北京,2020-04,75,42~202,良,31,67,0.403,22,4,119
北京,2020-05,85,36~204,良,36,62,0.603,23,4,124
北京,2020-06,116,60~202,轻度污染,32,67,0.567,23,3,174
北京,2020-07,99,48~152,良,41,47,0.671,21,3,150
北京,2020-08,80,27~135,良,28,41,0.645,22,3,131
北京,2020-09,56,22~158,良,24,35,0.537,26,3,96
北京,2020-10,72,26~185,良,42,70,0.561,41,3,60
北京,2020-11,66,26~140,良,37,62,0.653,42,3,41
北京,2020-12,56,27~97,良,28,56,0.619,38,5,40
北京,2021-01,72,30~176,良,33,55,0.69,31,4,49
北京,2021-02,94,36~257,良,61,75,0.804,28,4,73
北京,2021-03,149,34~500,轻度污染,64,66,0.703,35,3,71
北京,2021-04,71,41~187,良,29,59,0.437,27,3,106
北京,2021-05,84,38~253,良,18,49,0.419,21,3,122
北京,2021-06,85,36~191,良,19,43,0.533,19,3,139
北京,2021-07,71,29~125,良,16,32,0.574,14,2,121
北京,2021-08,72,38~125,良,18,36,0.594,15,3,124
北京,2021-09,57,25~108,良,18,36,0.63,21,3,99
北京,2021-10,50,20~153,优,25,43,0.471,30,3,58
北京,2021-11,75,29~193,良,44,65,0.643,36,3,42
北京,2021-12,55,28~123,良,27,52,0.581,36,3,40
北京,2022-01,68,29~198,良,45,52,0.742,34,3,45
北京,2022-02,47,35~84,优,22,37,0.436,20,3,72
北京,2022-03,70,36~205,良,39,72,0.526,27,3,80
北京,2022-04,75,38~130,良,34,75,0.453,22,3,116
北京,2022-05,86,36~178,良,21,50,3,0.355,17,138
北京,2022-06,102,44~205,轻度污染,23,46,3,0.563,14,158
北京,2022-07,86,45~161,良,19,35,3,0.468,15,142
北京,2022-08,67,26~120,良,19,34,3,0.465,15,115
北京,2022-09,90,36~157,良,22,46,2,0.436,21,145
上海,2013-12,158,24~468,中度污染,125,140,71,1.373,48,49
上海,2014-01,103,30~238,轻度污染,77,90,54,0.997,28,58
上海,2014-02,74,27~240,良,52,59,36,0.796,17,73
上海,2014-03,82,39~202,良,57,84,51,0.787,19,100
上海,2014-04,77,50~187,良,53,67,47,0.727,15,108
上海,2014-05,96,53~193,良,63,99,42,0.777,17,142
上海,2014-06,72,37~182,良,44,58,35,0.72,12,118
上海,2014-07,74,32~167,良,45,63,31,0.765,12,112
上海,2014-08,67,30~150,良,38,52,34,0.768,13,112
上海,2014-09,69,32~138,良,35,52,32,0.74,13,117
上海,2014-10,77,52~137,良,40,68,42,0.781,16,119
上海,2014-11,74,38~182,良,52,71,52,0.843,18,84
上海,2014-12,99,39~190,良,72,113,68,1.09,36,47
上海,2015-01,111,28~256,轻度污染,83,108,63,1.09,29,56
上海,2015-02,90,34~222,良,64,85,46,0.946,20,81
上海,2015-03,81,37~143,良,54,66,48,0.845,15,102
上海,2015-04,88,44~166,良,56,81,53,0.79,16,122
上海,2015-05,77,51~117,良,44,63,39,0.697,12,126
上海,2015-06,80,43~188,良,43,57,35,0.697,11,129
上海,2015-07,84,31~171,良,39,57,31,0.658,11,134
上海,2015-08,86,28~181,良,40,58,28,0.735,13,135
上海,2015-09,79,35~159,良,34,49,32,0.72,13,132
上海,2015-10,82,47~133,良,47,73,49,0.816,17,127
上海,2015-11,87,35~179,良,58,74,58,1.09,17,69
上海,2015-12,117,53~266,轻度污染,82,104,67,1.197,25,52
上海,2016-01,102,40~213,轻度污染,70,91,57,1.045,24,69
上海,2016-02,80,42~178,良,54,78,43,0.855,19,97
上海,2016-03,80,45~134,良,52,76,49,0.684,17,107
上海,2016-04,90,53~159,良,56,81,50,0.737,14,126
上海,2016-05,93,51~163,良,51,77,41,0.742,12,135
上海,2016-06,79,43~139,良,40,54,36,0.703,10,122
上海,2016-07,95,24~169,良,38,59,31,0.752,10,143
上海,2016-08,59,26~135,良,19,36,23,0.665,11,104
上海,2016-09,68,23~163,良,32,45,34,0.723,12,112
上海,2016-10,51,29~72,良,22,37,33,0.632,12,87
上海,2016-11,78,37~144,良,44,62,58,0.867,16,69
上海,2016-12,94,38~185,良,58,77,65,1.058,19,64
上海,2017-01,73,34~130,良,45,55,47,0.945,17,74
上海,2017-02,77,38~154,良,50,57,49,0.868,14,93
上海,2017-03,71,47~102,良,44,58,50,0.768,12,108
上海,2017-04,91,53~139,良,45,70,51,0.83,12,133
上海,2017-05,88,42~161,良,28,49,37,0.674,11,136
上海,2017-06,83,46~160,良,38,42,35,0.7,9,130
上海,2017-07,117,33~205,轻度污染,33,55,30,0.706,10,177
上海,2017-08,97,25~193,良,31,47,32,0.781,8,151
上海,2017-09,74,44~168,良,26,42,36,0.77,9,118
上海,2017-10,58,36~88,良,24,42,34,0.732,9,101
上海,2017-11,78,38~130,良,41,68,59,0.863,13,80
上海,2017-12,97,48~225,良,54,75,69,1.061,15,39
上海,2018-01,88,32~241,良,57,64,53,0.89,13,57
上海,2018-02,70,36~163,良,44,60,43,0.725,12,83
上海,2018-03,65,38~117,良,39,48,42,0.581,11,94
上海,2018-04,78,0~160,良,38,70,43,0.593,12,121
上海,2018-05,80,38~132,良,41,54,38,0.597,10,125
上海,2018-06,80,38~184,良,32,38,29,0.53,9,133
上海,2018-07,53,20~166,良,19,32,22,0.442,8,90
上海,2018-08,52,27~125,良,15,28,19,0.468,6,93
上海,2018-09,71,26~146,良,24,39,34,0.64,7,111
上海,2018-10,67,43~124,良,25,46,41,0.545,8,110
上海,2018-11,72,42~163,良,40,46,53,0.68,7,81
上海,2018-12,66,36~135,良,36,50,50,0.671,8,54
上海,2019-01,81,34~135,良,49,61,57,0.826,9,60
上海,2019-02,65,36~160,良,41,51,36,0.721,6,76
上海,2019-03,80,46~127,良,51,65,52,0.758,7,100
上海,2019-04,71,43~123,良,40,51,45,0.697,6,106
上海,2019-05,86,36~202,良,33,53,39,0.606,7,134
上海,2019-06,72,36~177,良,29,31,28,0.537,5,121
上海,2019-07,69,25~137,良,26,32,29,0.503,5,117
上海,2019-08,70,23~181,良,24,34,27,0.603,6,113
上海,2019-09,63,28~120,良,21,32,33,0.613,6,105
上海,2019-10,67,20~131,良,31,56,43,0.626,8,98
上海,2019-11,65,33~110,良,27,57,46,0.6,8,83
上海,2019-12,81,34~148,良,50,52,63,0.806,9,61
上海,2020-01,81,35~173,良,54,45,44,0.848,7,67
上海,2020-02,55,30~104,良,33,35,29,0.617,6,87
上海,2020-03,57,37~104,良,27,39,33,0.574,6,99
上海,2020-04,76,45~130,良,33,54,41,0.597,7,127
上海,2020-05,84,38~157,良,39,51,36,0.726,7,130
上海,2020-06,68,30~130,良,30,31,33,0.697,6,110
上海,2020-07,66,29~156,良,27,32,32,0.61,5,105
上海,2020-08,59,27~115,良,20,35,23,0.5,6,103
上海,2020-09,72,33~179,良,25,38,40,0.723,6,112
上海,2020-10,58,37~102,良,19,38,37,0.59,7,97
上海,2020-11,58,34~115,良,27,44,42,0.64,7,78
上海,2020-12,81,34~206,良,47,53,55,0.781,7,57
上海,2021-01,72,45~103,良,39,67,50,0.694,8,59
上海,2021-02,53,34~98,良,29,42,32,0.586,6,83
上海,2021-03,66,38~188,良,33,47,40,0.61,5,86
上海,2021-04,63,42~96,良,31,48,36,0.577,5,99
上海,2021-05,78,40~138,良,30,49,31,0.642,5,128
上海,2021-06,57,29~143,良,22,28,28,0.543,5,99
上海,2021-07,56,21~122,良,17,28,19,0.494,5,99
上海,2021-08,58,24~102,良,17,28,22,0.539,5,103
上海,2021-09,66,17~125,良,19,32,24,0.633,5,114
上海,2021-10,52,29~115,良,17,34,30,0.552,5,87
上海,2021-11,66,34~98,良,32,55,49,0.687,6,78
上海,2021-12,79,32~133,良,43,59,60,0.874,7,60
上海,2022-01,68,35~149,良,42,45,43,0.829,5,68
上海,2022-02,53,36~107,良,30,43,29,0.6,5,87
上海,2022-03,62,32~117,良,29,54,32,0.661,6,102
上海,2022-04,77,36~134,良,24,38,18,0.72,7,130
上海,2022-05,77,39~137,良,21,30,17,6,0.732,130
上海,2022-06,71,30~145,良,20,30,19,4,0.54,123
上海,2022-07,82,21~150,良,22,34,20,4,0.59,134
上海,2022-08,84,38~131,良,18,33,20,5,0.655,139
上海,2022-09,66,21~141,良,15,31,19,5,0.591,114
广州,2013-12,109,21~190,轻度污染,82,106,1.283,63,27,81
广州,2014-01,120,59~207,轻度污染,90,117,1.371,74,22,91
广州,2014-02,63,12~145,良,46,61,0.971,44,12,59
广州,2014-03,77,28~172,良,55,79,1.129,57,17,62
广州,2014-04,69,48~108,良,49,69,0.967,54,19,79
广州,2014-05,52,33~102,良,33,49,0.961,43,16,66
广州,2014-06,71,34~142,良,34,53,0.887,38,15,109
广州,2014-07,84,29~191,良,35,55,0.755,35,16,133
广州,2014-08,76,26~186,良,31,49,0.777,34,15,123
广州,2014-09,75,23~148,良,36,56,0.843,35,16,124
广州,2014-10,96,52~139,良,59,85,0.945,49,17,148
广州,2014-11,70,15~125,良,50,67,1.08,48,16,83
广州,2014-12,76,28~142,良,55,82,1.232,41,19,60
广州,2015-01,81,22~176,良,60,85,1.261,65,20,70
广州,2015-02,75,28~147,良,55,75,1.079,49,12,67
广州,2015-03,49,17~90,优,33,49,1.023,45,10,39
广州,2015-04,71,21~170,良,38,60,1.04,45,14,99
广州,2015-05,47,28~99,优,27,42,0.845,42,12,72
广州,2015-06,52,28~89,良,21,36,0.74,31,11,94
广州,2015-07,65,38~159,良,28,45,0.81,32,9,104
广州,2015-08,89,49~200,良,39,60,0.884,39,13,131
广州,2015-09,80,45~157,良,42,65,0.9,44,11,117
广州,2015-10,71,30~131,良,45,77,0.919,53,12,95
广州,2015-11,65,33~95,良,38,67,1.013,50,14,66
广州,2015-12,69,33~166,良,41,64,1.09,50,12,39
广州,2016-01,65,29~153,良,35,54,1.097,49,9,37
广州,2016-02,58,30~130,良,36,53,0.866,40,9,62
广州,2016-03,78,30~175,良,47,71,1.068,61,13,65
广州,2016-04,66,45~129,良,38,55,1.053,51,13,47
广州,2016-05,65,33~147,良,31,51,0.926,38,11,96
广州,2016-06,60,36~120,良,23,41,0.85,33,9,97
广州,2016-07,74,28~202,良,27,45,0.877,33,12,113
广州,2016-08,82,25~197,良,37,56,0.894,40,14,125
广州,2016-09,76,38~201,良,36,57,0.903,41,12,107
广州,2016-10,51,33~85,良,30,48,0.89,35,11,79
广州,2016-11,76,33~166,良,41,69,1.017,62,14,78
广州,2016-12,86,37~128,良,51,83,1.103,71,14,84
广州,2017-01,81,40~205,良,54,76,1.229,65,12,79
广州,2017-02,74,33~122,良,44,62,0.95,59,13,93
广州,2017-03,81,48~109,良,41,66,1.003,66,12,59
广州,2017-04,83,45~181,良,34,61,0.86,58,12,92
广州,2017-05,90,43~201,良,34,56,0.897,52,12,129
广州,2017-06,56,40~117,良,18,35,0.777,39,10,86
广州,2017-07,66,33~151,良,21,36,0.823,42,12,96
广州,2017-08,73,28~152,良,23,39,0.803,39,11,114
广州,2017-09,97,36~204,良,34,55,0.97,51,12,141
广州,2017-10,66,29~122,良,32,49,0.91,42,11,113
广州,2017-11,67,36~108,良,39,59,1,51,11,70
广州,2017-12,81,35~126,良,51,76,1.042,65,16,47
广州,2018-01,89,34~183,良,58,75,1.032,68,13,61
广州,2018-02,66,24~180,良,42,54,0.711,41,9,77
广州,2018-03,77,34~133,良,40,59,0.765,56,12,97
